# Frox 日本語化 J4: **凍結した作業の名簿**（設計 §8.58）。
#
# **この表は増やさない。** 途中で見つかった族は worklist_found.tsv へ、
# 人の判断が要る物は worklist_hold.tsv へ回す（2026-08-30 に決めた）。
# 済みかどうかは持たない——カタログに入ったか、frox/src から字が消えたかで
# 毎回その場で決める（python tools/frox/fc_worklist.py）。
#
# 欄: ファイル<TAB>行<TAB>字（\n \t \s \\ はカタログと同じ印）
#
# 対象外 autopick.c     自動拾いの規則の語。**わざと訳さない**（決定済み。設計 §8.27）
# 対象外 init2.c        `Cannot create '%s'` ほか**起動に失敗したときだけ**出る字
# 対象外 load.c         セーブが壊れていたときだけ出る字
# 対象外 object3.c      `cost_calc_hook` の記録。**呼び手は `obj_info.c:1415` の `#if 0` の中**しかなく、画に出ない（2026-08-30 に辿って確かめた）
# 対象外 save.c         セーブの書き出しの札と `CharOutput.txt` の型
# 対象外 wiz_obj.c      wizard の品作りの画（`^A c`）。`wizard1.c` `wizard2.c` と同じ族
# 対象外 ALL_CAPS       パーサとセーブの札（HIT・CLAW・SPEED）。画に出ない
#
bard.c	186	runs out of mental energy. A bard can only ever sing one tune at\s
bard.c	187	a time. The primary spell stat of a bard is Charisma.
beastmaster.c	47	Beastmasters see the fierce creatures of the world as opportunities rather than threats, and their\s
beastmaster.c	48	riding skills are almost unparalleled. Between their class powers and access to Trump magic,\s
beastmaster.c	49	they have many ways to summon or charm living creatures to serve as\s
beastmaster.c	50	their hands and feet. Beastmasters are some of the best shooters outside archery specialists, and their\s
beastmaster.c	51	melee skills are good enough to get by on. Charisma determines the spellcasting prowess of a Beastmaster.
beorning.c	455	Beornings are a hardy, northern race of men, renowned for their ability\s
beorning.c	456	to assume the shape of a bear. Bear-formed Beornings greatly resemble\s
beorning.c	457	Berserkers: they are extremely strong in melee and very hard to kill, but\s
beorning.c	458	incapable of reading scrolls, casting spells or using magical devices.\s
beorning.c	459	Man-shaped Beornings are still stronger in combat than a regular human,\s
beorning.c	460	but somewhat lacking in magical skills.\n\nThe equipment slots available\s
beorning.c	461	to a Beorning depend on their shape, and like Werewolves, they carry a\s
beorning.c	462	special satchel for keeping the items not needed in their current shape.
berserker.c	193	A Berserker is a fearful fighter indeed, immune to fear and\s
berserker.c	194	paralysis. At high levels, Berserkers can reflect bolt spells\s
berserker.c	195	with their tough flesh. Furthermore, they can remove cursed equipment\s
berserker.c	196	by force, and their special combat techniques are not affected by\s
berserker.c	197	anti-magic barriers. Berserkers cannot, however, use any magical devices\s
berserker.c	198	or read any scrolls, and are hopeless at all non-combat skills. To\s
berserker.c	199	offset these great disadvantages, they gain an important class power -\s
berserker.c	200	'Recall' - very early.
birth.c	28	Armageddon is the most deadly offensive realm. You won't be lacking for firepower here.\s
birth.c	29	However, every spell is an offensive spell, so this realm suffers from a lack of any\s
birth.c	30	utility spells.
birth.c	35	The books of Rage describe various techniques. To learn a new technique, you must perform a ritual of rage, destroying the book in the process.
birth.c	36	\sOnce learned, you may use techniques without requiring the corresponding Rage book, but you will need to find many copies of each book in order
birth.c	37	\sto learn all of the techniques.
birth.c	38	Burglary is the preferred realm of rogues, allowing them to specialize in what they do best: Stealing!\s
birth.c	39	This realm offers good detection and escapes, offers talents for picking pockets and setting traps,\s
birth.c	40	and even allows for direct assassination of sleeping monsters. The books for this realm are only\s
birth.c	41	available in the Black Market (or in the dungeon).
bldg.c	2607	'Protection Rate' means how much damage is reduced by your armor.\n
bldg.c	2608	Note that the Protection rate is effective only against normal\s
bldg.c	2609	'attack' and 'shatter' type melee attacks,\s
bldg.c	2610	and has no effect against any other types such as 'poison'.\n \n
bldg.c	2611	'Dodge Rate' indicates the success rate on dodging the\s
bldg.c	2612	monster's melee attacks.\s
bldg.c	2613	It is depend on the level of the monster and your AC.\n \n
bldg.c	2614	'Average Damage' indicates the expected amount of damage\s
bldg.c	2615	when you are attacked by normal melee attacks with power=60.
blood_knight.c	273	Create a potion of blood. Player is limited to 30 such potions, and may neither\s
blood_knight.c	274	drop, throw nor sell them. Quaffing a potion of blood heals 100hp and cures\s
blood_knight.c	275	blindness, confusion, poison and stuns.
blood_knight.c	515	Blood-Knights are fighters who have delved into the dark arts and can perform\s
blood_knight.c	516	some special offensive effects using their own health. In addition to the\s
blood_knight.c	517	HP cost, using such an ability causes bleeding, with an amount proportional\s
blood_knight.c	518	to the cost of the ability. These special abilities rely on Constitution.\n \n
blood_knight.c	519	Blood-Knights are very unusual in that cuts and low health make them more powerful; at\s
blood_knight.c	520	full health their melee is nothing special, but the more damaged and wounded they are,\s
blood_knight.c	521	the faster and deadlier their attacks become. On the\s
blood_knight.c	522	brink of death they are the strongest fighters imaginable, and stories of their\s
blood_knight.c	523	legendary feats abound; but with great power comes great risk of death,\s
blood_knight.c	524	and you don't recall ever meeting one of these heroes of legend in person!\n \n
blood_knight.c	525	Blood-Knights, like Blood-Mages, receive reduced benefits from healing magic.\s
blood_knight.c	526	Since a Blood-Knight relies on their own blood for their power, this class is restricted\s
blood_knight.c	527	to certain races; no non-living race may walk the red path.
blood_mage.c	97	A Blood-Mage is similar to a normal mage in his selection and\s
blood_mage.c	98	variety of spells, but differs in that he has no separate\s
blood_mage.c	99	mana pool; instead, spells are powered by hit points.\s
blood_mage.c	100	Moreover, due to the Blood-Mage's abnormal constitution,\s
blood_mage.c	101	all healing is much less effective than normal; indeed, Blood-Mages\s
blood_mage.c	102	completely eschew healing spells to not disrupt the flow\s
blood_mage.c	103	of blood that is the essence of their power. They shun the realm of\s
blood_mage.c	104	Life as anathema to all they hold sacred.
bluemage.c	186	Blue-Mages, like all mages, rely on magic rather than muscle;\s
bluemage.c	187	but they are unique in the way they gain new spells, as they\s
bluemage.c	188	learn from monsters rather than books. Blue-Mages' primary\s
bluemage.c	189	spellcasting stat is Intelligence.\n \n
bluemage.c	190	A Blue-Mage can learn and cast monster spells, summons, and even\s
bluemage.c	191	ranged attacks as their own spells; this technique is called Blue magic.\s
bluemage.c	192	Blue-Mages remember their spells permanently, but to learn a spell they\s
bluemage.c	193	must be directly hit by it while their 'Learning' class power is\s
bluemage.c	194	active. Because of this requirement, Blue-Mages never learn spells like\s
bluemage.c	195	Haste or Healing that affect the monster itself.
cavalry.c	129	Cavalry are masters of horsemanship and enjoy riding to battle. Being good at\s
cavalry.c	130	both melee and archery, they take pride in their overwhelming offensive strength\s
cavalry.c	131	on horseback; but spellcasting is a closed book to them, and magical devices\s
cavalry.c	132	difficult to use. High-level Cavalry learn to forcibly saddle and\s
cavalry.c	133	tame wild monsters with their 'Rodeo' class power.
chaoswar.c	767	Chaos-Warriors are the feared servants of the terrible Demon Lords\s
chaoswar.c	768	of Chaos. Every Chaos-Warrior has a patron demon, who may give him\s
chaoswar.c	769	a reward on level-up; the Chaos-Warrior may be healed or polymorphed,\s
chaoswar.c	770	have his stats increased, or be rewarded with an awesome weapon.\s
chaoswar.c	771	On the other hand, though, he might be severely punished or simply ignored by\s
chaoswar.c	772	the patron; the Demon Lords of Chaos are unpredictable indeed, although\s
chaoswar.c	773	rewards are thankfully more common than punishments. The exact reward\s
chaoswar.c	774	will not depend on anything the player does, and is up entirely to\s
chaoswar.c	775	random chance and the patron; each patron gives out different rewards\s
chaoswar.c	776	and punishments.\n \n
chaoswar.c	777	Chaos-Warriors select one spell realm, either Chaos or Daemon; they have\s
chaoswar.c	778	no interest in other forms of magic. They can learn every spell in\s
chaoswar.c	779	their chosen realm. At level 40 they gain the powerful ability to emit\s
chaoswar.c	780	confusing lights, with the potential to stun, scare and confuse every creature in sight.
cmd4.c	7822	Disembodied hand
cmd4.c	7824	Disembodied hands that strangled people
cmd4.c	7826	Colour out of space
cmd4.c	7828	Colours out of space
cmd4.c	7830	stairway to hell
cmd4.c	7832	stairways to hell
cmd4.c	7834	Dweller on the threshold
cmd4.c	7836	Dwellers on the threshold
cmd4.c	7867	piles of\s
cmd5.c	1208	<color:B>When casting an <color:R>L%d</color> spell on\s
cmd5.c	1209	<color:R>DL%d</color> your max proficiency is <color:R>%d</color>\s
cmd5.c	1210	(Current: <color:R>%d</color>).</color> <color:D>%d</color>
demigod.c	431	The term demigod is commonly used to describe mythological figures whose one\s
demigod.c	432	parent was a god and whose other parent was human; as such, demigods are\s
demigod.c	433	human-god hybrids and are quite powerful. Demigods receive special abilities\s
demigod.c	434	depending on their parentage.
demigod.c	487	Aphrodite is the Greek goddess of love, beauty, pleasure, and procreation.\s
demigod.c	488	You inherit her sex appeal. As such, your pets are more obedient and shopkeepers\s
demigod.c	489	fawn over you in their efforts to please you. You may kiss monsters and they\s
demigod.c	490	might even decide to follow you with slavish devotion, though sometimes this\s
demigod.c	491	just angers them.
demigod.c	502	Apollo has been variously recognized as a god of light and the sun,\s
demigod.c	503	truth and prophecy, medicine, healing, plague, music, poetry, arts,\s
demigod.c	504	archery, and more. You inherit powers of illumination and are completely\s
demigod.c	505	immune to light based attacks. You are seldom blinded.
demigod.c	514	Ares is the bold son of Zeus and Hera, whose very name is feared and respected\s
demigod.c	515	by warriors and citizens alike. His legendary combat prowess exceeds that of\s
demigod.c	516	Zeus and Poseidon, but he is less skilled in wiles than the other Olympians.\s
demigod.c	517	You inherit exceptional bonuses to combat and have a firm grip on your strength.\s
demigod.c	518	Later in life, you will be able to fly into a berserk rage on command. However,\s
demigod.c	519	your lust for combat decreases your stealth as you call out challenges\s
demigod.c	520	to all that you meet. And your resistance to magic is suspect as well.
demigod.c	533	Artemis was often described as the daughter of Zeus and Leto, and the\s
demigod.c	534	twin sister of Apollo. She was the Hellenic goddess of the hunt, wild\s
demigod.c	535	animals, wilderness, childbirth, virginity and young girls, bringing\s
demigod.c	536	and relieving disease in women; she often was depicted as a huntress\s
demigod.c	537	carrying a bow and arrows. You inherit powers of archery and are very\s
demigod.c	538	nimble. Your skills with the bow are unmatched and you shoot arrows\s
demigod.c	539	with increased range and deadliness.
demigod.c	549	Athena is the great goddess of wisdom and the protector of Athens. She was\s
demigod.c	550	born of Zeus and the Titan Metis, and her cunning far surpasses that of the\s
demigod.c	551	other deities. You inherit great clarity of thought and magic and will be\s
demigod.c	552	able to cast spells more reliably than other mortals. And should you fail to\s
demigod.c	553	cast a spell, you will pay a reduced casting cost rather than the full amount.\s
demigod.c	554	You also have a firm grip on your mental prowess.
demigod.c	564	Demeter is the goddess of the harvest, who presided over grains, the\s
demigod.c	565	fertility of the earth, and the seasons. You gain powers of regeneration,\s
demigod.c	566	healing, and temperance. Eventually, you will become resistant to the\s
demigod.c	567	ravages of time.
demigod.c	576	Hades is Ruler of the Underworld. You gain resistance to nether forces,\s
demigod.c	577	increased fortitude and have a firm grasp on your life and health.
demigod.c	589	Hephaestus was the god of technology, blacksmiths, craftsmen, artisans,\s
demigod.c	590	sculptors, metals, metallurgy, fire and volcanoes. Like other mythic smiths\s
demigod.c	591	but unlike most other gods, Hephaestus was lame, which gave him a\s
demigod.c	592	grotesque appearance in Greek eyes. He served as the blacksmith of the\s
demigod.c	593	gods. You inherit powers of enchantment and protection. Your equipment\s
demigod.c	594	will not suffer diminution by corrosion or magical attack.
demigod.c	603	Hera was the wife and one of three sisters of Zeus. Her chief function\s
demigod.c	604	was as the goddess of women and marriage. You inherit great clarity of\s
demigod.c	605	mind and capacity for magic. You are very wise and have a firm grasp on\s
demigod.c	606	your magical energy, which is even augmented.
demigod.c	617	Hermes, the Messenger, is the extremely cunning diplomat used by the Olympians\s
demigod.c	618	to negotiate truces. With his Winged Sandals and his powerful magic, there\s
demigod.c	619	is no place barred from him, and there is no way to detain him. You inherit\s
demigod.c	620	great powers of motion and will never become slowed. Your stealth is better\s
demigod.c	621	than your brethren and your speed will increase with experience.
demigod.c	632	Poseidon, Brother of Zeus, is Lord of the Seas and Storm. You inherit\s
demigod.c	633	elemental protection and corrosive attacks that melt the armor of your foes.
demigod.c	644	Zeus, King of the gods and ruler of Mount Olympus, is god of the Sky\s
demigod.c	645	and Thunder, and nominal husband of Hera. You inherit increased stature\s
demigod.c	646	and your divine birth will be marked by your aura of electricity. You also\s
demigod.c	647	resist lightning.
devicemaster.c	497	Devicemasters are excellent with magical devices, but poor in most other skills.\s
devicemaster.c	498	They may shoot or use melee in a pinch, but this will never be their forte; instead,\s
devicemaster.c	499	they conquer through their arsenal of magical devices.\n \n
devicemaster.c	500	Each Devicemaster chooses to specialize in a particular class of devices, and will\s
devicemaster.c	501	gain extra bonuses for speciality items. These bonuses include increased\s
devicemaster.c	502	damage, increased speed of activation, extra resistance to charge draining,\s
devicemaster.c	503	and even the ability to occasionally power these devices without consuming charges;\s
devicemaster.c	504	each of these abilities becomes stronger with experience. In addition, speciality devices\s
devicemaster.c	505	are easier to use, although all Devicemasters are also good with devices of other types.\n \n
devicemaster.c	506	Devicemasters have several useful device-related powers; they may detect magical devices from\s
devicemaster.c	507	a distance, and gain the powerful talent of Recharging very early on.\s
devicemaster.c	508	At higher levels, they gain the ability to move effects from\s
devicemaster.c	509	one device to another, or to move magical essences from one item to another if they specialize\s
devicemaster.c	510	in Potions or Scrolls. In times of desperate need, the Devicemaster may drain a speciality item\s
devicemaster.c	511	of multiple charges at once; this greatly increases the power of the\s
devicemaster.c	512	effect, but may destroy the device in the process.
devices.c	488	It has unpredictable effects when you quaff it, either\s
devices.c	489	1) curing 5000 HP and all temporary ailments,\s
devices.c	490	2) increasing all stats, 3) decreasing all stats,\s
devices.c	491	4) providing temporary light speed,\s
devices.c	492	5) temporarily turning your skin to stone,\s
devices.c	493	6) giving or curing mutations randomly,\s
devices.c	494	7) repeatedly giving or curing mutations randomly,\s
devices.c	495	8) temporarily making you gigantic,\s
devices.c	496	9) triggering the Baby Foul Curse,\s
devices.c	497	10) temporarily polymorphing you into an Ent,\s
devices.c	498	11) making you hallucinate temporarily,\s
devices.c	499	12) curing 420 HP and all ailments but making you\s
devices.c	500	hallucinate temporarily,\s
devices.c	501	or 13) exploding in your mouth for 11d66 damage,\s
devices.c	502	massive stunning and a dangerous wound.
disciple.c	4	Trusted followers of mysterious ancient spirits known as the 'Purples',\s
disciple.c	5	the Disciples roam the world running errands for their masters,\s
disciple.c	6	learning mighty spells and receiving rare items as rewards for their\s
disciple.c	7	work. There are three main flavors of Purple Disciples - disciples\s
disciple.c	8	of Karrot, disciples of Yeqrezh, and disciples of a group of\s
disciple.c	9	Purples known as the Troika. Each of the Purples expects different\s
disciple.c	10	things of their Disciples, and each helps them achieve their ends in\s
disciple.c	11	very different ways.
doppelganger.c	446	Doppelgangers are truly pathetic creatures. While nobody has actually ever seen\s
doppelganger.c	447	their true form, they are rumored to be small, plain, pathetic creatures.\s
doppelganger.c	448	Their one saving grace is the ability to mimic other races.
duelist.c	626	The duelist is the ultimate one-on-one fighter, but finds himself at a severe\s
duelist.c	627	disadvantage when facing numerous strong foes at once. To start a duel, the duelist\s
duelist.c	628	first issues a challenge to his intended foe; of course, this will wake the monster\s
duelist.c	629	up, as there is no honor in dueling a sleeping enemy! And while the duelist will\s
duelist.c	630	honor the fight as a one-on-one affair, many monsters have no such scruples.\n \n
duelist.c	631	Against a challenged foe the duelist is extremely strong, gaining bonuses to saving\s
duelist.c	632	throws, armor class, damage reduction and combat prowess. On the other hand, due\s
duelist.c	633	to the single-mindedness of their focus, the duelist is quite vulnerable to unchallenged\s
duelist.c	634	opponents. Most of the special techniques of this class aim at enforcing the sanctity of the\s
duelist.c	635	duel.\n \n
duelist.c	636	The duelist only ever gains a single attack in combat, but they make the most of this\s
duelist.c	637	blow by gaining enhanced effects as they gain experience. Able to wound, stun, and even\s
duelist.c	638	hamstring their foes, the prowess of the duelist in a one-on-one encounter is legendary!\n \n
duelist.c	639	Duelists favor light armors and weapons, and cannot equip a shield. They gain no extra bonus for\s
duelist.c	640	wielding a weapon with both hands. For their techniques, the duelist relies on Dexterity.
dungeon.c	6508	<color:B>Welcome!</color> You begin your adventure deep in the dungeon,\s
dungeon.c	6509	a runaway slave of this dark pit's demonic masters. Your attempts to\s
dungeon.c	6510	gather supplies for your escape have been detected, and now everybody\s
dungeon.c	6511	is on high alert... \n
dungeon.c	6512	This is the message line where important information is\s
dungeon.c	6513	communicated to you while you play the game.\s
dungeon.c	6514	Press <color:y>SPACE</color> every time you see a <color:B>-more-</color> prompt and\s
dungeon.c	6515	you are finished reading the current messages.\s
dungeon.c	6516	Press <color:y>CTRL+P</color> to review recent messages.\s
dungeon.c	6517	You may press <color:y>?</color> at any time for help.\n\n
dungeon.c	6518	<color:B>Welcome!</color> You begin life in the town where you may purchase\s
dungeon.c	6519	supplies for the dangers that await you.\n
equip.c	575	Failed! Your current quiver holds %d missiles but this quiver\s
equip.c	576	only has a capacity for %d missiles.
files.c	1267	SUN:XXXXXXXXXXXXXXXXXXXXXXXX
files.c	1268	MON:XXXXXXXX.........XXXXXXX
files.c	1269	TUE:XXXXXXXX.........XXXXXXX
files.c	1270	WED:XXXXXXXX.........XXXXXXX
files.c	1271	THU:XXXXXXXX.........XXXXXXX
files.c	1272	FRI:XXXXXXXX.........XXXXXXX
files.c	1273	SAT:XXXXXXXXXXXXXXXXXXXXXXXX
files.c	1348	SUN:
files.c	1349	MON:
files.c	1350	TUE:
files.c	1351	WED:
files.c	1352	THU:
files.c	1353	FRI:
files.c	1354	SAT:
files.c	1857	Replace existing file %s?\s
files.c	2194	Info file '%s'
files.c	2677	The name '%s' is too long!
files.c	2690	The name '%s' contains control chars!
flavor.c	621	Tele
flavor.c	624	Nolv
flavor.c	626	Lvng
force_trainer.c	628	A Force-Trainer is a master of the spiritual Force. They prefer\s
force_trainer.c	629	fighting with neither weapon nor armor. They are not as good\s
force_trainer.c	630	fighters as are Monks, but they can use both magic and the\s
force_trainer.c	631	spiritual Force. Wielding weapons or wearing heavy armor disturbs\s
force_trainer.c	632	use of the Force. Wisdom is a Force-Trainer's primary stat.\n \n
force_trainer.c	633	Force-Trainers use both spellbook magic and the special spiritual\s
force_trainer.c	634	power called the Force. They can select a realm from Life,\s
force_trainer.c	635	Nature, Craft, Death, and Crusade. To use The Force, you select\s
force_trainer.c	636	it just as if it were spellbook 'F'; which means you need to press\s
force_trainer.c	637	'm' and then 'F' to select the Force. The most important spell of\s
force_trainer.c	638	the Force is 'Improve Force'; each time a Force-Trainer activates\s
force_trainer.c	639	it, their Force power becomes more powerful, and their attack\s
force_trainer.c	640	power in bare-handed melee fighting is increased temporarily. The\s
force_trainer.c	641	strengthened Force can be released at one stroke when a\s
force_trainer.c	642	Force-Trainer activates some other Force spell, typically an attack\s
force_trainer.c	643	spell. They have a class power - 'Clear Mind' - which allows them\s
force_trainer.c	644	to rapidly regenerate their mana.
graymage.c	660	The Gray-Mage casts spells from memory rather than books; a\s
graymage.c	661	spellbook is only required for the initial learning process.\s
graymage.c	662	However, only ten spells may be memorized at any given time; and\s
graymage.c	663	while a Gray-Mage may replace old spells with new ones, the total\s
graymage.c	664	number of spells they can study is limited.\n\n
graymage.c	665	Gray-Mages do not choose specific realms like book spellcasters;\s
graymage.c	666	instead, they choose a general bias towards either Good, Neutral\s
graymage.c	667	or Evil magic. So while all Gray-Mages may learn spells from the Arcane,\s
graymage.c	668	Armageddon, Chaos, Craft, Sorcery and Trump realms, only a Good Bias allows\s
graymage.c	669	access to Life and Crusade magic; only a Neutral Bias allows access to Nature\s
graymage.c	670	magic; and only an Evil Bias allows access to Death and Daemon magic. At any one\s
graymage.c	671	time, a Gray-Mage has relatively few spells directly at their disposal; but their ability\s
graymage.c	672	to pick the best spells from an extremely large pool more than compensates for this.\s
graymage.c	673	As with most mages, the key stat is Intelligence.
hex_mage.c	44	A Hex-Mage is precisely what the name suggests: a mage\s
hex_mage.c	45	between the warrior and mage classes. While their brothers, the\s
hex_mage.c	46	rangers, specialize in Nature magic and survival skills, true\s
hex_mage.c	47	Warrior-Mages attempt to reach the best of both worlds. As\s
hex_mage.c	48	warriors they are much superior to the usual Mage class.\s
hex_mage.c	49	Intelligence determines a Warrior-Mage's spell casting ability.\n \n
hex_mage.c	50	Warrior-mages begin the game with Arcane magic, and they can\s
hex_mage.c	51	freely select another realm of magic. Although they do not gain\s
hex_mage.c	52	new spells as fast as regular mages, they will eventually learn\s
hex_mage.c	53	every spell in both realms, thus making them a very competitive\s
hex_mage.c	54	choice for players who appreciate Arcane magic. They have two\s
hex_mage.c	55	class powers - 'Convert HP to SP' and 'Convert SP to HP' - which\s
hex_mage.c	56	allow them to heal HP using mana or gain mana using HP.
highmage.c	75	High-Mages are mages who specialize in one particular field of\s
highmage.c	76	magic and learn it very well - much better than an ordinary mage.\n\n
highmage.c	77	For the price of giving up a second realm of magic, High-Mages\s
highmage.c	78	gain substantial benefits in the mana costs, power, minimum levels, and\s
highmage.c	79	failure rates of the spells in their speciality realm. They are also the\s
highmage.c	80	only class able to cast Hex spells. High-Mages have a class power -\s
highmage.c	81	'Eat Magic' - which absorbs mana from wands, staves, or rods; although\s
highmage.c	82	this power is not available to those who choose the Hex realm. Their\s
highmage.c	83	primary spellcasting stat is Intelligence.
home.c	227	Unrecognized command: <color:R>%c</color>.\s
home.c	228	Press <color:keypress>?</color> for help.
home.c	233	Unrecognized command: <color:R>^%c</color>.\s
home.c	300	<color:keypress>g</color> to get an item.\s
home.c	301	<color:keypress>d</color> to drop an item.\s
home.c	307	<color:keypress>x</color> to begin examining items.\n
home.c	308	<color:keypress>r</color> to begin removing (destroying) items.\n
home.c	309	<color:keypress>Esc</color> to exit.\s
home.c	310	<color:keypress>?</color> for help.
home.c	342	<color:y>Get which item <color:w>(<color:keypress>Esc</color>\s
home.c	343	to cancel)</color>?</color>
home.c	548	<color:y>Really remove %s?</color> <color:v>The entire stack will\s
home.c	549	be permanently destroyed!</color> <color:y>[Y,n]</color>
home.c	551	<color:y>Really remove %s?</color> <color:v>It will\s
igor.c	1663	The epitome of a self-made man, an Igor is generally easily recognizable by\s
igor.c	1664	the ring of stitches around his neck, the tendency to limp with perfectly\s
igor.c	1665	healthy legs, and the mysterious ability to appear suddenly\s
igor.c	1666	and then disappear when the mob comes looking. An Igor is\s
igor.c	1667	at home with lightning, and always carries a bag full of ice in case he\s
igor.c	1668	should find something that needs to be kept cold.
init1.c	4799	Error: Inconsistent map widths. Room width auto-calculated to %d but\s
init1.c	4800	current line is %d. Please make all map lines the same length.
karrot.c	1282	Karrot is a proud and ambitious Purple, convinced that it is his destiny\s
karrot.c	1283	to one day rule the universe; but rather than getting personally involved,\s
karrot.c	1284	he has assigned to his Disciples the task of eliminating any potential\s
karrot.c	1285	rivals (like the Serpent of Chaos). Being so sure of his greatness, Karrot\s
karrot.c	1286	sees little reason to vary his habits and is the only one of the Purples to\s
karrot.c	1287	predictably teach all of his Disciples the same spells. Karrot occasionally\s
karrot.c	1288	assigns side-quests to his Disciples, with the dual aim of testing their\s
karrot.c	1289	mettle and removing lesser threats to his supremacy. These side-quests only\s
karrot.c	1290	appear on fairly challenging levels; they can be avoided by sticking to\s
karrot.c	1291	safer areas, but this will not make Karrot happy...\n\n
karrot.c	1292	Karrot considers many artifacts to be his rightful personal property, and\s
karrot.c	1293	will claim them immediately if you should find them. He will, however, give\s
karrot.c	1294	you another artifact as a reward for your discovery. These replacement\s
karrot.c	1295	artifacts tend to start out as fairly weak, but eventually become very\s
karrot.c	1296	strong as you gain Karrot's respect by leveling up and by successfully\s
karrot.c	1297	completing side-quests. If you're really lucky and do a particularly good job,\s
karrot.c	1298	you might even receive the ultimate gift - Urog, Karrot's legendary blade of\s
karrot.c	1299	shadows!\n\n
karrot.c	1300	Disciples of Karrot tend to play as fighter-mages, relying on melee, spells\s
karrot.c	1301	and devices alike. They are unique among Disciples in not having a mana pool;\s
karrot.c	1302	casting a spell takes a toll on their hit points instead. They are also the only\s
karrot.c	1303	Disciples to have a charming spell - but the greatest of Karrot's followers\s
karrot.c	1304	are rumoured to eventually learn even rarer abilities...\n
karrot.c	1305	Karrot's disciples depend on Intelligence to make their spells work.
lawyer.c	664	Known for his unsurpassed expertise in the mysterious realm of Law,
lawyer.c	665	\sthe Lawyer has a comprehensive skillset that allows him to set and
lawyer.c	666	\sdetect traps, to slow or mystify his enemies, to quietly escape or
lawyer.c	667	\savoid dangerous fights, to acquire knowledge about the world around
lawyer.c	668	\shim, and to make friends and influence people. As he relies on his
lawyer.c	669	\sfamiliarity with Law and with tricks and approaches that have
lawyer.c	670	\sworked in the past, the lawyer uses Wisdom as his spellcasting stat.
mage.c	44	A Mage is a spellcaster who must live by his wits, as he cannot\s
mage.c	45	hope to simply hack his way through the dungeon like a warrior.\s
mage.c	46	A Mage always carries his spellbooks with him, but also relies\s
mage.c	47	on magical devices, which he can master easily. The primary\s
mage.c	48	spellcasting statistic of a Mage is Intelligence.\n\n
mage.c	49	Mages have few restrictions in choosing and learning spells;\s
mage.c	50	they can freely choose any two realms when a character is created,\s
