# 途中で見つかった新しい族（回<TAB>どこ<TAB>覚書）。**名簿には足さない**
48	銘の絞り込みの札（cmd3.c:2398〜2408 の Ammo/IDentified/SEnsed/UNsensed/Stairs/UNwanted）	名簿の外。`_obj_list_header_toggle()` が語を頭の 1 字と残りに割って色を変える（`""`＋`"A"`＋`"mmo"`）。押すキーを保ちながら訳すには、割り方ごと組み替える必要がある。`Filter: ` だけこの回で訳した
48	熟練度の段の名（Beginner / Skilled …）	名簿の外。人物調書の `熟練度 : Beginner (命中+0)` に出る。`skills_*_describe_current()` が返す素の `char *`
48	町の建物の名（The White Horse Inn / Count / Bounty Office ほか）	名簿の外。`t_*.txt` の `B:` 行から来るデータで、`S:` では引けない（設計 §8.27 の追記のとおり、データの側に表を建てる話）。目的地の一覧で英語のまま出る
48	狙いの画（`l`）と死んだ画・墓碑は protocol のミラーに映らない	訳の族ではない。`target_set_aux()` も `_death_dump_screen_prompt()` も icky の旗を立てないので、フレームの `menu_term_lines` が空になる（`messages` にも載らない）。目で見るには HD2D の画面が要る。第 40 回の 3 画と同じ形
48	モンスターの一覧の桁（cmd3.c:1086 の `%-N.Ns`）	訳の族ではない。`cx_monster` の幅でバイトを切るので、長い日本語の敵名は 2 バイト文字が割れうる。`fc_clip()` を通していない
51	幻覚のときの殴り方の画（melee1.c / melee2.c）	訳の族ではない。第 51 回で 65 語を入れたが、幻覚にして敵に殴られる状況をボットで作れず、**並びを実機で見ていない**。カタログの読み込みは 0 rejected で通っている。見るには幻覚（薬・キノコ）を飲んだうえで殴られる必要がある
51	〔第 48 回の覚書の訂正〕墓碑はミラーに映る	訳の族ではない。第 48 回の行は「死んだ画・墓碑は protocol のミラーに映らない」と書いているが、**墓碑は映る**——第 51 回に fc_protocol_driver.py play で Q（退場）まで進めて 0 階で倒れる / 途中終了によって。 の 20 行を読んだ。映らないのは狙いの画（l）と死んだ画（_death_dump_screen_prompt）のほう
52	alky.c の分解の問いかけ 2・files.c の Replace existing file / Info file / 名前の検査 2・（計 6 本）	訳したが実機で見ていない。錬金術師の分解・ファイルの上書き・名前の検査で異常終了、どれも出すのに手間が要る。実機で見る回で確かめること（§8.73 ⑤）
54	クエストの依頼文 80 段落（q_barracks〜q_haunted_house）	訳の族ではない。データだけの回で、書式は j2（26/26・0 not in cp932）と lib-ja/edit の写しで確かめたが、**依頼文の画そのものは見ていない**。出すにはクエストを受けた町の主に話しかける（`?:[EQU $QUESTnn Taken]` の枝）必要がある。第 53 回で訳した 33 段落も同じ
55	クエストの依頼文 80 段落（q_htower〜q_smug）	訳の族ではない。第 54 回と同じデータだけの回で、書式は j2（26/26・0 not in cp932）と lib-ja/edit の写しで確かめたが、**依頼文の画そのものは見ていない**。出すにはクエストを受けた町の主に話しかける必要がある
55	町の名 Anambar の揺れ（アナンバル / アナンバール）	訳の族ではない。クエストの名前 92 本と依頼文はアナンバール、desc/r_info.tsv の 1289 番（ボヴィン卿の思い出）だけがアナンバル。1 語の揺れなので第 55 回では直さず、**全数で当てる回**へ回す。ほかの町名にも同じ揺れが無いか一緒に数えること
56	クエストの依頼文 68 段落（q_snakes〜q_wtower）	訳の族ではない。第 54・55 回と同じデータだけの回で、書式は j2（26/26・0 not in cp932）と lib-ja/edit の写しで確かめたが、**依頼文の画そのものは見ていない**。出すにはクエストを受けた町の主に話しかける必要がある。**これで J7 の 261 段落が全数揃った**ので、実機で見る回は第 53〜56 回の 261 段落をまとめて見ること
56	`Celebor` / `Otick` / `Sultan` の音写し（ケレボル／オティック／スルタン）	カタログにもクエストの名前にも既訳が無かったのでこの回で決めた。`Otick` は宿の主人で `q_vapor2` と `q_wargs` の 2 本に出る。**店主 323 人の表（fc_shop_owner）に同じ名が無いか**、実機で見る回に確かめること
57	spoilers.c の表で `%s` の引数として渡る字（種族名・職業名・性格名・欄名・小見出し）	第 57 回では手を付けなかった。表 1〜3 の 1 列目に並ぶ名前（`race_ptr->name` ほか）と、表 2・3 の欄名（`Disarming` `Device` `Save` `Stealth` `Searching` `Perception` `Melee` `Archery` `Infra`）と、種族・職業の群れの小見出し（`Human` `Melee` `Archery` …）は、どれも `fprintf` の**引数**なので書式を包んでも訳されない。**訳はもうカタログに在る**（E: と F: の両方）ので配管だけの仕事だが、名前の欄は `%-12.12s` `%-17.17s` `%-13.13s` `%-14.14s` の桁で切られる——CP932 の全角は 2 バイトなので、**12 バイトで切ると字の途中で割れて化ける**。切る所を字の境で止める手当てが要る
57	spoilers.c の枠の字 227 件（フック #119）	訳の族ではない。ゲームの中の `?` → 種族・職業・性格 から Races.txt と表 1 を実機で読み、2 段組も表も桁がそろっていることを見た。**残る 11 本の本は目で見ていない**（生成した .txt は 13 本とも CP932 として読めることを機械で当てた）
57	`--literals` は継いだ字を破片で数えていた	訳の族ではない。`fc_scan_src_en.py --literals` は `"…" "…"` の破片を 1 本ずつ引くので、**継いだあとを鍵にして訳した字が全部「まだ英語」に見えていた**（spoilers.c で 79 件・dungeon.c で 18 件）。継いだ 1 本がカタログに在れば破片を数から外すように直した。**この数を止まる条件に使っている紙が 2 つある**ので、直す前の数と混ぜないこと
銘の略号の画	第 59 回。flag_insc_* 149 個を日本語にしたが、**画では見ていない**——手元の 2 つのセーブに耐性や能力を持つ装備が 1 つも無い。abbrev_all は既に yes なので、旗を持つ品を拾ったら { } の中が漢字で出るはず（例: {攻;火|毒/*p}）
