kind,frox_idx,en,ja
artifact,52,'Cambeleg',『カンベレグ』
artifact,53,'Cammithrim',『カンミスリム』
artifact,54,'Paurhach',『パウアハッハ』
artifact,55,of Corwin,アヴァロンの主コーウィンの
artifact,56,'Pauraegen',『パウラエゲン』
artifact,57,'Paurnen',『パウアネン』
artifact,58,of Thanos,サノスの
artifact,59,of Fingolfin,上級王フィンゴルフィンの
artifact,60,of Feanor,フェアノール王の
artifact,61,of Flora,アンバーの王女フローラの
artifact,62,of Thror,スロール王の
artifact,63,of Shiva's Avatar,シヴァの化身の
artifact,64,of Maedhros,丈高きマエズロスの
artifact,65,of Caine,陰謀家ケインの
artifact,66,'Narthanc',『ナルサンク』
artifact,67,'Nimthanc',『ニムサンク』
artifact,68,'Dethanc',『デサンク』
artifact,69,of Rilia,リリアの
artifact,70,of Fiona,女魔術師フィオナの
artifact,71,'Calris',『カルリス』
artifact,72,'Grayswandir',『グレイスワンダー』
artifact,73,'Glamdring',『グラムドリング』
artifact,74,'Nothung',『ノートゥング』
artifact,75,'Orcrist',『オルクリスト』
artifact,76,'Gurthang',『グアサング』
artifact,77,'Zarcuthra',『ザルクスラ』
artifact,78,'Twilight',『神々の黄昏』
artifact,79,'Gondricam',『ゴンドリカム』
artifact,80,'Crisdurian',『クリスドゥリアン』
artifact,81,'Aglarang',『アグララング』
artifact,82,'Ringil',『リンギル』
artifact,83,'Anduril',『アンドゥリル』
artifact,84,'Werewindle',『ワーウィンドル』
artifact,85,'Chainsword',『チェンソー』
artifact,86,'Forasgil',『フォラスギル』
artifact,87,'Careth Asdriag',『カレス・アスドリアグ』
artifact,88,'Sting',『つらぬき丸』
artifact,89,'Soulsword',『ソウルソード』
artifact,90,of Merlin,混沌の王子マーリンの
artifact,91,'Doomcaller',『災いを招く者』
artifact,92,'Vorpal Blade',『ヴォーパルブレード』
artifact,93,of Theoden,更正せるセオデン王の
artifact,94,of Pain,苦痛の
artifact,95,'Osondir',『オソンディア』
artifact,96,'Til-i-arc',『ティル=イ=アルク』
artifact,97,'Runespear',『グングニル』
artifact,98,of Destiny,『ロンギヌス』
artifact,99,of Hagen,ハーゲンの
artifact,100,of Eorlingas,エオル家の
artifact,101,of Durin,不死ドゥリンの
artifact,102,of Eonwe,旗手エオンウェの
artifact,103,of Balli Stonehand,石の手バリの
artifact,104,'Lotharang',『ロサラング』
artifact,105,of the Dwarves,ドワーフの
artifact,106,'Barukkheled',『バルクケレド』
artifact,107,of Wrath,憤怒の
artifact,108,of Ulmo,水の王ウルモの
artifact,109,'Avavir',『アヴァビア』
artifact,110,of the Dawn,『暁の剣』
artifact,111,'Grond',『グロンド』
artifact,112,'Totila',『トティラ』
artifact,113,'Thunderfist',『稲妻の拳』
artifact,114,'Bloodspike',『血流の刺』
artifact,115,'Firestar',『焔の星』
artifact,116,'Taratol',『タラトル』
artifact,117,of Aule,鍛冶の司アウレの
artifact,118,'Nar-i-vagil',『ナル=イ=バギル』
artifact,119,'Eriril',『エリリル』
artifact,120,of Gandalf,賢者ガンダルフの
artifact,121,'Deathwreaker',『死の復讐者』
artifact,122,'Turmil',『トゥアミル』
artifact,123,'Slayer',『スレイヤー』
artifact,124,'Belthronding',『ベルスロンディング』
artifact,125,of Bard,射手バルド王の
artifact,126,of Brand,狂気の夢想家ブランドの
artifact,127,of Himring,ヒムリングの
artifact,128,'Kusanagi-no-tsurugi',『草薙之剣』
artifact,129,'Razorback',『剣竜の鎧』
artifact,130,'Bladeturner',『刀返し』
artifact,131,of Incanus,インカヌスの
artifact,132,of Numenor,ヌメノールの
artifact,133,of Hurin,フーリン王の
artifact,134,of Buckland,バック郷の
artifact,135,of Azaghal,ドワーフ王アザガルの
artifact,136,'Mjollnir',『ミュルニール』
artifact,137,'Goln Nova',『ゴルン・ノヴァ』
artifact,138,of Gil-galad,ギル＝ガラドの
artifact,139,'Winblows',『ウィンブロウズ』
artifact,140,'Silver Chariot',『シルバーチャリオッツ』
artifact,141,& Platinum Yendorian Express Card~,プラチナイェンダー印エクスプレスカード
artifact,142,'Worpal Blade',『ウォーパルブレード』
artifact,143,of Boromir,ボロミアの
artifact,144,'Muramasa',『村正』
artifact,145,of Xiaolong,『龍争虎鬪』
artifact,146,'Stone Mask',『石仮面』
artifact,147,of Laputa,飛行
artifact,148,of Yoichi,『与一の弓』
artifact,149,'Yasaka-no-Magatama',八尺
artifact,150,'Zantetsuken',『斬鉄剣』
artifact,151,'Yata-no-Kagami',八咫
artifact,152,of Benkei,武蔵坊弁慶の
artifact,153,of Bard,射手バルド王の
artifact,154,'Soulcrusher',『ソウルクラッシュ』
artifact,155,of Falis,至高神ファリスの
artifact,156,'Hrunting',『フランテング』
artifact,157,'Nyoi-bou',『如意金葹棒重一万三千五百斤』
artifact,158,of Anubis,アヌビス神の
artifact,159,of Taikobo,太公望の
artifact,160,'Gurenki',『紅蓮姫』
artifact,161,'Tonbo giri',『蜻蛉切』
artifact,162,of Dr. Jones,ジョーンズ博士の
artifact,163,'Gae Bulg',『ガエボルグ』
artifact,164,of Arryu-Chien-Kun,顕聖二郎真君の
artifact,165,Pair~ of Glass Slippers,ガラスの靴
artifact,166,Inro of Mito Koumon,水戸黄門の印籠
artifact,167,'Tailbiter',『噛尾刀』
artifact,168,of Giles,農夫ジャイルズの
artifact,169,'Hyousi-gi',『拍子木』
artifact,170,'Matoi',『纏』
artifact,171,of Musashi,二天一流開祖宮本武蔵の
artifact,172,of Musashi,二天一流開祖宮本武蔵の
artifact,173,'Iron ball',『神罰の鉄球』
artifact,174,'Quickthorn',『すばやき刺』
artifact,175,'Littlethorn',『小さき刺』
artifact,176,'Excalibur',『エクスカリバー』
artifact,177,'Excalipur',『エクスカリパー』
artifact,178,of Samson,怪力サムソンの
artifact,179,'Excalibur Jr.',『エクスカリバー・ジュニア』
artifact,181,of halfheart,適当な
artifact,182,of irresponsibility,いいかげんな
artifact,183,of the man called sjijn,シジンと呼ばれた男の
artifact,184,'Aranruth',『アランルース』
artifact,185,'Paurnimmen',『パウアニンメン』
artifact,186,of Earendil,航海者エアレンディルの
artifact,187,'Aeglos',『アイグロス』
artifact,188,of Bolshoi,ボリショイの
artifact,189,of Destruction,破壊の
artifact,190,'Stormbringer',『ストームブリンガー』
artifact,191,'Narsil',『ナルシル』
artifact,192,'I killed the GHB and all I got was this lousy T-shirt!',『GHB を倒したけどこんな嫌なＴシャツしか手に入らなかったよ！』
artifact,193,of Guan Yu,美髯公関羽の
artifact,194,of Shuten-douji,酒呑童子の
artifact,195,'Golden Hammer',『ゴールデンハンマー』
artifact,196,'Grimtooth',『グリムトゥース』
artifact,197,of Perseus,ペルセウスの
artifact,198,of Kamui the Escapee,抜け忍カムイの
artifact,199,'Bloody Moon',『ブラッディ・ムーン』
artifact,200,'Dasai',ダ
artifact,201,'Elemental of Ching-Rong',『青龍の霊鱗』
artifact,202,'Ama-no-NumaHoko',『天の沼矛』
artifact,203,of The High Priest of Morlok,モルロクの大司祭の
artifact,204,'Sumo Wrestler's Loincloth',『化粧回し』
artifact,205,of Mook,北極の聖獣ムックの
artifact,206,of The Padre,『バテレン鎧』
artifact,207,'Dragonic Sword',『真魔剛竜剣』
artifact,208,'Aegis Fang',『イージス・ファング』
artifact,209,'hermit's purple',『隠者の紫』
artifact,210,'Tetsu-geta of Flame',『炎の鉄ゲタ』
artifact,211,of Nain,ナインの
artifact,212,of Gothmog,バルログの長ゴスモグの
artifact,213,of The Bonze Octopus,坊主頭のタコの
artifact,214,of Fundin Bluecloak,青き衣のフンディンの
artifact,215,of The Pitch Dark Night,宵闇の
artifact,216,of Eowyn,エオウィン姫の
artifact,217,of Sacred Knights,聖騎士の
artifact,218,Harness of the Hell,地獄の引き具
artifact,219,Charmed Pendant,帯魔力ペンダント
artifact,220,of Gogo,ものまねの始祖ゴゴの
artifact,221,of Robin Hood,森の狩人ロビンフッドの
artifact,222,of Hellfire,『ヘルファイア』
artifact,223,of Wilhelm Tell,名射手ウィリアム・テルの
artifact,224,of Wilhelm Tell,名射手ウィリアム・テルの
artifact,225,of Asclepius,アスクレピオスの
artifact,226,Spectral Dragon Scale Mail,幽体ドラゴン・スケイルメイル
artifact,227,of Sha Wujing,『降妖宝杖』
artifact,228,of Elmi the Murderer,殺人鬼エルミの
artifact,229,'Taro Dachi',『太郎太刀』
artifact,231,of Jing Ke,暗殺者荊軻の
artifact,232,of Maggot,農夫マゴットの
artifact,233,of the Heavenly Maiden,『天女の羽衣』
artifact,234,of Yositsune,源義経の
artifact,235,of Yositsune,源義経の
artifact,236,of the Bando Musha,畠山重忠の赤糸威
artifact,238,of Aragorn,アラゴルンの
artifact,239,of Sam,サムの
artifact,240,of Merry,メリーの
artifact,241,of Pippin,ピピンの
artifact,242,of Bilbo,ビルボの
artifact,243,'Bloodrip',『血しぶき』
artifact,244,of Eternity,永遠の
artifact,245,of Maglor,マグロールの
artifact,246,of Daeron,ダイロンの
artifact,247,of the Master Tonberry,マスター・トンベリの
artifact,248,of the Duelist,決闘者の
artifact,249,of Saruman,サルマンの
artifact,250,of Kaschei,カスチェイの
artifact,251,of Aegir,エーギルの
artifact,252,of the Defender of the Crown,王冠の守り手の
artifact,253,of Rygar,『ライガー』の
artifact,254,'Big Punch',『ビッグパンチ』
artifact,255,'Ruyi Jingu Bang',『如意金箍棒』
artifact,256,of Zeus,ゼウスの
artifact,257,of Poseidon,ポセイドンの
artifact,258,of Hades,ハデスの
artifact,259,of Athena,アテナの
artifact,260,of Ares,アレスの
artifact,261,of Hermes,ヘルメスの
artifact,262,of Apollo,アポロンの
artifact,263,of Artemis,アルテミスの
artifact,264,of Hephaestus,ヘパイストスの
artifact,265,of Hera,ヘラの
artifact,266,of Demeter,デメテルの
artifact,267,of Aphrodite,アフロディテの
artifact,268,of Vecna,ヴェクナの
artifact,269,of Vecna,ヴェクナの
artifact,270,'Cupid's Arrow',『キューピッドの矢』
artifact,271,'Ballista',『バリスタ』
artifact,272,of the Kamikaze Warrior,神風の戦士の
artifact,273,'Railgun',『レールガン』
artifact,274,of the Ages,永劫の
artifact,275,'Assassinator',『暗殺者』
artifact,276,of the Bard,吟遊詩人の
artifact,277,'Stomper',『踏みつぶし』
artifact,278,'Gong',『銅鑼』
artifact,279,'Great Maul of Vice',『悪徳の大槌』
artifact,280,of Destruction,破壊の
artifact,281,of Ancalagon,アンカラゴンの
artifact,282,& Stone of Nature,自然の石
artifact,283,& Stone of Life,生命の石
artifact,284,& Sorcerer's Stone,ソーサラーの石
artifact,285,& Stone of Chaos,混沌の石
artifact,286,& Stone of Death,暗黒の石
artifact,287,& Trump Card,トランプの札
artifact,288,& Brimstone,『硫黄石』
artifact,289,& Crusader's Stone,聖騎士の石
artifact,290,& Stone of Craft,匠の石
artifact,291,& Stone of War,戦の石
artifact,292,of David,ダビデの
artifact,293,Goblet 'Holy Grail',杯『聖杯』
artifact,294,'Eternal Blade',『永遠の刃』
artifact,295,of Khazad-dum,カザド＝ドゥムの
artifact,296,of the Undertaker,葬儀屋の
artifact,297,& Armageddon Stone,ハルマゲドンの石
artifact,298,of Ubbo-Sathla,ウッボ＝サスラの
artifact,299,of Devouring Darkness,喰らう闇の
artifact,300,of Dragonkind,ドラゴン族の
artifact,301,of the Emperor Lich,リッチ皇帝の
artifact,302,Dog Collar of Carcharoth,カルハロスの首輪
artifact,303,of Ymir,ユミルの
artifact,304,of Typhoeus,テュポエウスの
artifact,305,of Kronos,クロノスの
artifact,306,of Eyes,百眼の
artifact,307,of the Hydra,ヒュドラの
artifact,308,Dog Collar of Fang,牙の首輪
artifact,309,Dog Collar of Wolf,狼の首輪
artifact,310,Dog Collar of Grip,グリップの首輪
artifact,311,of the Cyberdemon Lord,サイバーデーモンの王の
artifact,312,'Bloodthirster',『血に飢えしもの』
artifact,313,of Mephistopheles,メフィストフェレスの
artifact,314,of Ulik,ユリクの
artifact,315,"of Quaker, Master of Earth",地の覇者『クウェイカー』の
artifact,316,"of Ariel, Queen of Air",風の女王『エアリエル』の
artifact,317,"of Moire, Queen of Rebma",レブマの女王『モイア』の
artifact,318,"of Loge, Spirit of Fire",炎の精『ローゲ』の
artifact,319,of the Emperor Quylthulg,クイルスルグ皇帝の
artifact,320,of the Destroyer,『破壊スル者』の
artifact,321,of Atlas,アトラスの
artifact,322,'Dragonlance',『ドラゴンランス』
artifact,323,'Kaladanda',『カーラダンダ』
artifact,324,'Impaler',『串刺し』
artifact,325,of Heracles,ヘラクレスの
artifact,326,'Dramborleg',『ドランボルレグ』
artifact,327,of The Multi-hued Centipede,『多彩なムカデ』の
artifact,328,& Meditation Stone,瞑想の石
artifact,329,of Thrain,スラインの
artifact,330,Sword of the Winds,風の剣
artifact,331,'VainGlory',『虚栄』
artifact,332,Midnight Dragon Scale Mail,ミッドナイト・ドラゴン・スケイルメイル
artifact,333,Sword of Tengri,テングリの剣
artifact,334,'Micro$oft Edge',『マイクロ$フト・エッジ』
artifact,335,'Silver Hammer',『銀の槌』
artifact,336,of Bubo,ブーボの
artifact,337,of Mr. Shine,ミスター・シャインの
artifact,338,'Nogudil',『ノグディル』
artifact,339,'Curiosity',『好奇心』
artifact,340,of Mokomagi,モコマギの
artifact,341,'Skynail',『空釘』
artifact,342,Lava Lamp of Telmora,テルモラのラヴァランプ
artifact,343,of Sotkamo,ソトカモの
artifact,344,of the Visiting Team,遠征チームの
artifact,345,'Superbat',『スーパーバット』
artifact,346,of the Fell Rider,凶つ乗手の
artifact,347,of the Vagabond,放浪者の
artifact,348,of Kundry,クンドリーの
artifact,349,of Tweutox,トゥートクスの
artifact,350,of Amun,アメンの
artifact,351,'Angrist',『アングリスト』
artifact,352,Mithril Spear of Liweris,リウェリスのミスリルの槍
artifact,353,of Manychin,マニチンの
artifact,354,of Multi-Skills,多芸の
artifact,355,of Dogram,ドグラムの
artifact,356,of Tuber,チューバーの
artifact,357,of Ossian,オシアンの
artifact,358,'Nightcap',『ナイトキャップ』
artifact,359,of the Four Winds,四方の風の
artifact,360,'Black Belet',『黒帯』
artifact,361,Bobble Hat of Barnaby,バーナビーの毛玉帽
artifact,362,'Dragonchip',『ドラゴンチップ』
artifact,363,Pendant 'Efki',ペンダント『エフキ』
artifact,364,& All-Seeing Eye,全てを見通す目
artifact,365,of the Hypnotoad,催眠ガエルの
artifact,366,'Urog',『ウログ』
artifact,367,of Surveillance,監視の
artifact,368,Pumpkin Lamp of Jack of Lanterns,ジャック・オー・ランタンのかぼちゃ提灯
artifact,369,of Freyr,フレイの
artifact,370,'Gjallarhorn',『ギャラルホルン』
artifact,371,of Tyr,テュールの
artifact,372,of Vidarr,ヴィーザルの
artifact,373,Falcon Cloak of Freyja,フレイヤの隼の衣
artifact,374,Necklace 'Brisingamen',首飾り『ブリーシンガメン』
artifact,375,of Njord,ニョルズの
artifact,376,Falcon Cloak of Frigg,フリッグの隼の衣
artifact,377,of Skadi,スカジの
artifact,378,of Ullur,ウルの
artifact,379,'Jarngreipr',『ヤールングレイプル』
artifact,380,of the Great Wizzard,大魔法使いの
artifact,381,Mom's Loving Modular Sniper Crossbow,母さんお手製の組立式狙撃クロスボウ
artifact,382,Gada of Hanuman,ハヌマーンのガダー
artifact,383,of Murugan,ムルガンの
artifact,384,of Rama,ラーマの
artifact,385,of Krishna,クリシュナの
artifact,386,'Kaumodaki',『カウモーダキー』
artifact,387,of Shiva,シヴァの
artifact,388,'Kaustubha',『カウストゥバ』
artifact,389,'Syamantaka',『シャマンタカ』
artifact,390,of Kali,カーリーの
artifact,391,'Brahmastra',『ブラフマーストラ』
artifact,392,'Dunce Cap',『とんがり帽』
artifact,393,of Saraswati,サラスヴァティーの
artifact,394,of Lakshmi,ラクシュミーの
artifact,395,Stress Ball,ストレスボール
artifact,396,Space Suit of Vayu,ヴァーユの宇宙服
artifact,397,Unlight Cloak of Ungoliant,アンゴリアントの不光のクローク
